expName,sid,screenViewingDist,screenWidthCm,screenHeightCm,taskNum,taskLabel,imLeftRetinalSizeNum,imRightRetinalSizeNum,imLeftKnownSizeNum,imRightKnownSizeNum,imLeftRetinalSize,imRightRetinalSize,imLeftKnownSize,imRightKnownSize,condNum,condLabel,correctSideNum,correctSideLabel,imLeftNum,imRightNum,imLeftName,imRightName,isCorrect,responseNum,responseLabel,RT
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,2,1,r-small,r-big,k-big,k-small,2,incongruent,1,left,9,9,ImageFilesMetamers/Small-visSmall/51.jpg,ImageFilesMetamers/Big-visSmall/12.jpg,1,1,leftSide,404.1861
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,1,2,r-big,r-small,k-small,k-big,2,incongruent,2,right,1,1,ImageFilesMetamers/Small-visSmall/41.jpg,ImageFilesMetamers/Big-visSmall/02.jpg,1,2,rightSide,493.2384
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,1,2,r-small,r-big,k-small,k-big,1,congruent,1,left,18,18,ImageFilesMetamers/Small-visSmall/64.jpg,ImageFilesMetamers/Big-visSmall/23.jpg,1,1,leftSide,385.2465
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,1,2,r-big,r-small,k-small,k-big,2,incongruent,2,right,20,20,ImageFilesMetamers/Small-visSmall/67.jpg,ImageFilesMetamers/Big-visSmall/26.jpg,1,2,rightSide,490.5139
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,1,2,r-small,r-big,k-small,k-big,1,congruent,1,left,9,9,ImageFilesMetamers/Small-visSmall/51.jpg,ImageFilesMetamers/Big-visSmall/12.jpg,1,1,leftSide,438.8192
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,2,1,r-small,r-big,k-big,k-small,2,incongruent,1,left,16,16,ImageFilesMetamers/Small-visSmall/61.jpg,ImageFilesMetamers/Big-visSmall/20.jpg,1,1,leftSide,469.9158
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,2,1,r-big,r-small,k-big,k-small,1,congruent,2,right,6,6,ImageFilesMetamers/Small-visSmall/47.jpg,ImageFilesMetamers/Big-visSmall/08.jpg,1,2,rightSide,539.003
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,1,2,r-small,r-big,k-small,k-big,1,congruent,1,left,23,23,ImageFilesMetamers/Small-visSmall/71.jpg,ImageFilesMetamers/Big-visSmall/31.jpg,1,1,leftSide,404.9138
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,1,2,r-big,r-small,k-small,k-big,2,incongruent,2,right,14,14,ImageFilesMetamers/Small-visSmall/58.jpg,ImageFilesMetamers/Big-visSmall/18.jpg,1,2,rightSide,501.4534
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,2,1,r-small,r-big,k-big,k-small,2,incongruent,1,left,27,27,ImageFilesMetamers/Small-visSmall/77.jpg,ImageFilesMetamers/Big-visSmall/35.jpg,1,1,leftSide,648.9357
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,1,2,r-small,r-big,k-small,k-big,1,congruent,1,left,16,16,ImageFilesMetamers/Small-visSmall/61.jpg,ImageFilesMetamers/Big-visSmall/20.jpg,1,1,leftSide,375.5031
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,2,1,r-big,r-small,k-big,k-small,1,congruent,2,right,23,23,ImageFilesMetamers/Small-visSmall/71.jpg,ImageFilesMetamers/Big-visSmall/31.jpg,1,2,rightSide,464.4094
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,2,1,r-big,r-small,k-big,k-small,1,congruent,2,right,13,13,ImageFilesMetamers/Small-visSmall/57.jpg,ImageFilesMetamers/Big-visSmall/17.jpg,1,2,rightSide,429.5949
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,2,1,r-small,r-big,k-big,k-small,2,incongruent,1,left,3,3,ImageFilesMetamers/Small-visSmall/43.jpg,ImageFilesMetamers/Big-visSmall/05.jpg,1,1,leftSide,349.4324
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,1,2,r-big,r-small,k-small,k-big,2,incongruent,2,right,23,23,ImageFilesMetamers/Small-visSmall/71.jpg,ImageFilesMetamers/Big-visSmall/31.jpg,1,2,rightSide,367.5271
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,2,1,r-big,r-small,k-big,k-small,1,congruent,2,right,5,5,ImageFilesMetamers/Small-visSmall/45.jpg,ImageFilesMetamers/Big-visSmall/07.jpg,1,2,rightSide,481.0918
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,1,2,r-small,r-big,k-small,k-big,1,congruent,1,left,14,14,ImageFilesMetamers/Small-visSmall/58.jpg,ImageFilesMetamers/Big-visSmall/18.jpg,1,1,leftSide,350.5482
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,2,1,r-small,r-big,k-big,k-small,2,incongruent,1,left,12,12,ImageFilesMetamers/Small-visSmall/56.jpg,ImageFilesMetamers/Big-visSmall/16.jpg,1,1,leftSide,408.7558
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,2,1,r-small,r-big,k-big,k-small,2,incongruent,1,left,15,15,ImageFilesMetamers/Small-visSmall/59.jpg,ImageFilesMetamers/Big-visSmall/19.jpg,1,1,leftSide,433.0361
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,1,2,r-small,r-big,k-small,k-big,1,congruent,1,left,24,24,ImageFilesMetamers/Small-visSmall/72.jpg,ImageFilesMetamers/Big-visSmall/32.jpg,1,1,leftSide,406.7955
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,2,1,r-big,r-small,k-big,k-small,1,congruent,2,right,4,4,ImageFilesMetamers/Small-visSmall/44.jpg,ImageFilesMetamers/Big-visSmall/06.jpg,0,1,leftSide,327.8094
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,1,2,r-small,r-big,k-small,k-big,1,congruent,1,left,26,26,ImageFilesMetamers/Small-visSmall/76.jpg,ImageFilesMetamers/Big-visSmall/34.jpg,1,1,leftSide,560.1897
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,1,2,r-small,r-big,k-small,k-big,1,congruent,1,left,21,21,ImageFilesMetamers/Small-visSmall/69.jpg,ImageFilesMetamers/Big-visSmall/28.jpg,1,1,leftSide,473.6116
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,1,2,r-big,r-small,k-small,k-big,2,incongruent,2,right,25,25,ImageFilesMetamers/Small-visSmall/73.jpg,ImageFilesMetamers/Big-visSmall/33.jpg,1,2,rightSide,454.1184
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,2,1,r-small,r-big,k-big,k-small,2,incongruent,1,left,13,13,ImageFilesMetamers/Small-visSmall/57.jpg,ImageFilesMetamers/Big-visSmall/17.jpg,1,1,leftSide,429.406
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,1,2,r-big,r-small,k-small,k-big,2,incongruent,2,right,13,13,ImageFilesMetamers/Small-visSmall/57.jpg,ImageFilesMetamers/Big-visSmall/17.jpg,1,2,rightSide,499.7487
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,2,1,r-big,r-small,k-big,k-small,1,congruent,2,right,27,27,ImageFilesMetamers/Small-visSmall/77.jpg,ImageFilesMetamers/Big-visSmall/35.jpg,1,2,rightSide,400.0493
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,1,2,r-big,r-small,k-small,k-big,2,incongruent,2,right,27,27,ImageFilesMetamers/Small-visSmall/77.jpg,ImageFilesMetamers/Big-visSmall/35.jpg,1,2,rightSide,544.5184
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,2,1,r-small,r-big,k-big,k-small,2,incongruent,1,left,1,1,ImageFilesMetamers/Small-visSmall/41.jpg,ImageFilesMetamers/Big-visSmall/02.jpg,1,1,leftSide,514.1277
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,2,1,r-small,r-big,k-big,k-small,2,incongruent,1,left,23,23,ImageFilesMetamers/Small-visSmall/71.jpg,ImageFilesMetamers/Big-visSmall/31.jpg,1,1,leftSide,653.4231
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,2,1,r-small,r-big,k-big,k-small,2,incongruent,1,left,22,22,ImageFilesMetamers/Small-visSmall/70.jpg,ImageFilesMetamers/Big-visSmall/29.jpg,1,1,leftSide,442.5061
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,1,2,r-small,r-big,k-small,k-big,1,congruent,1,left,27,27,ImageFilesMetamers/Small-visSmall/77.jpg,ImageFilesMetamers/Big-visSmall/35.jpg,1,1,leftSide,408.5635
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,2,1,r-small,r-big,k-big,k-small,2,incongruent,1,left,29,29,ImageFilesMetamers/Small-visSmall/79.jpg,ImageFilesMetamers/Big-visSmall/38.jpg,1,1,leftSide,457.4597
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,2,1,r-small,r-big,k-big,k-small,2,incongruent,1,left,2,2,ImageFilesMetamers/Small-visSmall/42.jpg,ImageFilesMetamers/Big-visSmall/03.jpg,1,1,leftSide,351.7096
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,1,2,r-big,r-small,k-small,k-big,2,incongruent,2,right,10,10,ImageFilesMetamers/Small-visSmall/52.jpg,ImageFilesMetamers/Big-visSmall/13.jpg,1,2,rightSide,536.9536
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,1,2,r-small,r-big,k-small,k-big,1,congruent,1,left,15,15,ImageFilesMetamers/Small-visSmall/59.jpg,ImageFilesMetamers/Big-visSmall/19.jpg,1,1,leftSide,419.4909
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,1,2,r-small,r-big,k-small,k-big,1,congruent,1,left,28,28,ImageFilesMetamers/Small-visSmall/78.jpg,ImageFilesMetamers/Big-visSmall/36.jpg,1,1,leftSide,410.8067
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,1,2,r-big,r-small,k-small,k-big,2,incongruent,2,right,17,17,ImageFilesMetamers/Small-visSmall/63.jpg,ImageFilesMetamers/Big-visSmall/21.jpg,1,2,rightSide,675.5668
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,1,2,r-small,r-big,k-small,k-big,1,congruent,1,left,1,1,ImageFilesMetamers/Small-visSmall/41.jpg,ImageFilesMetamers/Big-visSmall/02.jpg,1,1,leftSide,423.5414
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,2,1,r-big,r-small,k-big,k-small,1,congruent,2,right,8,8,ImageFilesMetamers/Small-visSmall/50.jpg,ImageFilesMetamers/Big-visSmall/10.jpg,1,2,rightSide,462.7892
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,1,2,r-big,r-small,k-small,k-big,2,incongruent,2,right,16,16,ImageFilesMetamers/Small-visSmall/61.jpg,ImageFilesMetamers/Big-visSmall/20.jpg,1,2,rightSide,501.5936
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,1,2,r-small,r-big,k-small,k-big,1,congruent,1,left,22,22,ImageFilesMetamers/Small-visSmall/70.jpg,ImageFilesMetamers/Big-visSmall/29.jpg,1,1,leftSide,505.1588
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,2,1,r-big,r-small,k-big,k-small,1,congruent,2,right,19,19,ImageFilesMetamers/Small-visSmall/65.jpg,ImageFilesMetamers/Big-visSmall/25.jpg,1,2,rightSide,476.5582
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,1,2,r-big,r-small,k-small,k-big,2,incongruent,2,right,9,9,ImageFilesMetamers/Small-visSmall/51.jpg,ImageFilesMetamers/Big-visSmall/12.jpg,1,2,rightSide,529.8492
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,2,1,r-small,r-big,k-big,k-small,2,incongruent,1,left,24,24,ImageFilesMetamers/Small-visSmall/72.jpg,ImageFilesMetamers/Big-visSmall/32.jpg,1,1,leftSide,420.7405
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,2,1,r-small,r-big,k-big,k-small,2,incongruent,1,left,11,11,ImageFilesMetamers/Small-visSmall/54.jpg,ImageFilesMetamers/Big-visSmall/15.jpg,1,1,leftSide,524.0876
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,2,1,r-big,r-small,k-big,k-small,1,congruent,2,right,11,11,ImageFilesMetamers/Small-visSmall/54.jpg,ImageFilesMetamers/Big-visSmall/15.jpg,1,2,rightSide,512.2277
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,2,1,r-big,r-small,k-big,k-small,1,congruent,2,right,12,12,ImageFilesMetamers/Small-visSmall/56.jpg,ImageFilesMetamers/Big-visSmall/16.jpg,1,2,rightSide,666.7729
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,1,2,r-big,r-small,k-small,k-big,2,incongruent,2,right,24,24,ImageFilesMetamers/Small-visSmall/72.jpg,ImageFilesMetamers/Big-visSmall/32.jpg,1,2,rightSide,527.6589
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,2,1,r-big,r-small,k-big,k-small,1,congruent,2,right,24,24,ImageFilesMetamers/Small-visSmall/72.jpg,ImageFilesMetamers/Big-visSmall/32.jpg,1,2,rightSide,683.2605
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,1,2,r-big,r-small,k-small,k-big,2,incongruent,2,right,15,15,ImageFilesMetamers/Small-visSmall/59.jpg,ImageFilesMetamers/Big-visSmall/19.jpg,1,2,rightSide,534.9681
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,2,1,r-big,r-small,k-big,k-small,1,congruent,2,right,15,15,ImageFilesMetamers/Small-visSmall/59.jpg,ImageFilesMetamers/Big-visSmall/19.jpg,1,2,rightSide,353.9381
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,1,2,r-big,r-small,k-small,k-big,2,incongruent,2,right,3,3,ImageFilesMetamers/Small-visSmall/43.jpg,ImageFilesMetamers/Big-visSmall/05.jpg,1,2,rightSide,412.4766
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,2,1,r-small,r-big,k-big,k-small,2,incongruent,1,left,6,6,ImageFilesMetamers/Small-visSmall/47.jpg,ImageFilesMetamers/Big-visSmall/08.jpg,1,1,leftSide,483.4961
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,1,2,r-small,r-big,k-small,k-big,1,congruent,1,left,20,20,ImageFilesMetamers/Small-visSmall/67.jpg,ImageFilesMetamers/Big-visSmall/26.jpg,1,1,leftSide,432.2125
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,2,1,r-small,r-big,k-big,k-small,2,incongruent,1,left,5,5,ImageFilesMetamers/Small-visSmall/45.jpg,ImageFilesMetamers/Big-visSmall/07.jpg,1,1,leftSide,406.7484
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,1,2,r-small,r-big,k-small,k-big,1,congruent,1,left,5,5,ImageFilesMetamers/Small-visSmall/45.jpg,ImageFilesMetamers/Big-visSmall/07.jpg,1,1,leftSide,750.9178
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,1,2,r-big,r-small,k-small,k-big,2,incongruent,2,right,26,26,ImageFilesMetamers/Small-visSmall/76.jpg,ImageFilesMetamers/Big-visSmall/34.jpg,1,2,rightSide,448.9328
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,2,1,r-big,r-small,k-big,k-small,1,congruent,2,right,7,7,ImageFilesMetamers/Small-visSmall/48.jpg,ImageFilesMetamers/Big-visSmall/09.jpg,1,2,rightSide,462.1423
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,2,1,r-big,r-small,k-big,k-small,1,congruent,2,right,28,28,ImageFilesMetamers/Small-visSmall/78.jpg,ImageFilesMetamers/Big-visSmall/36.jpg,1,2,rightSide,500.3148
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,2,1,r-big,r-small,k-big,k-small,1,congruent,2,right,26,26,ImageFilesMetamers/Small-visSmall/76.jpg,ImageFilesMetamers/Big-visSmall/34.jpg,1,2,rightSide,448.3263
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,1,2,r-big,r-small,k-small,k-big,2,incongruent,2,right,2,2,ImageFilesMetamers/Small-visSmall/42.jpg,ImageFilesMetamers/Big-visSmall/03.jpg,1,2,rightSide,446.7885
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,1,2,r-big,r-small,k-small,k-big,2,incongruent,2,right,28,28,ImageFilesMetamers/Small-visSmall/78.jpg,ImageFilesMetamers/Big-visSmall/36.jpg,1,2,rightSide,437.3964
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,2,1,r-small,r-big,k-big,k-small,2,incongruent,1,left,20,20,ImageFilesMetamers/Small-visSmall/67.jpg,ImageFilesMetamers/Big-visSmall/26.jpg,1,1,leftSide,452.3771
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,1,2,r-big,r-small,k-small,k-big,2,incongruent,2,right,21,21,ImageFilesMetamers/Small-visSmall/69.jpg,ImageFilesMetamers/Big-visSmall/28.jpg,1,2,rightSide,473.3895
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,2,1,r-big,r-small,k-big,k-small,1,congruent,2,right,3,3,ImageFilesMetamers/Small-visSmall/43.jpg,ImageFilesMetamers/Big-visSmall/05.jpg,1,2,rightSide,447.9399
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,1,2,r-big,r-small,k-small,k-big,2,incongruent,2,right,19,19,ImageFilesMetamers/Small-visSmall/65.jpg,ImageFilesMetamers/Big-visSmall/25.jpg,1,2,rightSide,365.9632
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,1,2,r-small,r-big,k-small,k-big,1,congruent,1,left,7,7,ImageFilesMetamers/Small-visSmall/48.jpg,ImageFilesMetamers/Big-visSmall/09.jpg,1,1,leftSide,534.7469
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,1,2,r-small,r-big,k-small,k-big,1,congruent,1,left,25,25,ImageFilesMetamers/Small-visSmall/73.jpg,ImageFilesMetamers/Big-visSmall/33.jpg,1,1,leftSide,458.3157
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,1,2,r-big,r-small,k-small,k-big,2,incongruent,2,right,8,8,ImageFilesMetamers/Small-visSmall/50.jpg,ImageFilesMetamers/Big-visSmall/10.jpg,1,2,rightSide,512.3821
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,1,2,r-small,r-big,k-small,k-big,1,congruent,1,left,4,4,ImageFilesMetamers/Small-visSmall/44.jpg,ImageFilesMetamers/Big-visSmall/06.jpg,1,1,leftSide,562.5553
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,2,1,r-small,r-big,k-big,k-small,2,incongruent,1,left,26,26,ImageFilesMetamers/Small-visSmall/76.jpg,ImageFilesMetamers/Big-visSmall/34.jpg,1,1,leftSide,356.7777
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,2,1,r-big,r-small,k-big,k-small,1,congruent,2,right,20,20,ImageFilesMetamers/Small-visSmall/67.jpg,ImageFilesMetamers/Big-visSmall/26.jpg,1,2,rightSide,431.3735
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,1,2,r-small,r-big,k-small,k-big,1,congruent,1,left,2,2,ImageFilesMetamers/Small-visSmall/42.jpg,ImageFilesMetamers/Big-visSmall/03.jpg,1,1,leftSide,349.9596
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,1,2,r-small,r-big,k-small,k-big,1,congruent,1,left,11,11,ImageFilesMetamers/Small-visSmall/54.jpg,ImageFilesMetamers/Big-visSmall/15.jpg,1,1,leftSide,494.5707
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,2,1,r-big,r-small,k-big,k-small,1,congruent,2,right,1,1,ImageFilesMetamers/Small-visSmall/41.jpg,ImageFilesMetamers/Big-visSmall/02.jpg,1,2,rightSide,499.2571
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,2,1,r-big,r-small,k-big,k-small,1,congruent,2,right,21,21,ImageFilesMetamers/Small-visSmall/69.jpg,ImageFilesMetamers/Big-visSmall/28.jpg,1,2,rightSide,517.8507
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,2,1,r-small,r-big,k-big,k-small,2,incongruent,1,left,28,28,ImageFilesMetamers/Small-visSmall/78.jpg,ImageFilesMetamers/Big-visSmall/36.jpg,1,1,leftSide,473.8495
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,2,1,r-small,r-big,k-big,k-small,2,incongruent,1,left,4,4,ImageFilesMetamers/Small-visSmall/44.jpg,ImageFilesMetamers/Big-visSmall/06.jpg,1,1,leftSide,486.8371
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,1,2,r-big,r-small,k-small,k-big,2,incongruent,2,right,5,5,ImageFilesMetamers/Small-visSmall/45.jpg,ImageFilesMetamers/Big-visSmall/07.jpg,1,2,rightSide,546.9163
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,2,1,r-small,r-big,k-big,k-small,2,incongruent,1,left,10,10,ImageFilesMetamers/Small-visSmall/52.jpg,ImageFilesMetamers/Big-visSmall/13.jpg,1,1,leftSide,421.626
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,2,1,r-small,r-big,k-big,k-small,2,incongruent,1,left,21,21,ImageFilesMetamers/Small-visSmall/69.jpg,ImageFilesMetamers/Big-visSmall/28.jpg,1,1,leftSide,1229.3335
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,1,2,r-big,r-small,k-small,k-big,2,incongruent,2,right,18,18,ImageFilesMetamers/Small-visSmall/64.jpg,ImageFilesMetamers/Big-visSmall/23.jpg,1,2,rightSide,481.8579
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,2,1,r-small,r-big,k-big,k-small,2,incongruent,1,left,17,17,ImageFilesMetamers/Small-visSmall/63.jpg,ImageFilesMetamers/Big-visSmall/21.jpg,1,1,leftSide,615.235
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,2,1,r-big,r-small,k-big,k-small,1,congruent,2,right,14,14,ImageFilesMetamers/Small-visSmall/58.jpg,ImageFilesMetamers/Big-visSmall/18.jpg,1,2,rightSide,542.828
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,1,2,r-small,r-big,k-small,k-big,1,congruent,1,left,6,6,ImageFilesMetamers/Small-visSmall/47.jpg,ImageFilesMetamers/Big-visSmall/08.jpg,1,1,leftSide,488.9255
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,2,1,1,2,r-big,r-small,k-small,k-big,2,incongruent,2,right,12,12,ImageFilesMetamers/Small-visSmall/56.jpg,ImageFilesMetamers/Big-visSmall/16.jpg,1,2,rightSide,517.5752
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,2,1,r-small,r-big,k-big,k-small,2,incongruent,1,left,7,7,ImageFilesMetamers/Small-visSmall/48.jpg,ImageFilesMetamers/Big-visSmall/09.jpg,1,1,leftSide,409.0522
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,1,2,r-small,r-big,k-small,k-big,1,congruent,1,left,30,30,ImageFilesMetamers/Small-visSmall/80.jpg,ImageFilesMetamers/Big-visSmall/40.jpg,1,1,leftSide,488.8089
E1_TexformStroop,1,57,41,30.75,1,which is smaller on the screen?,1,2,1,2,r-small,r-big,k-small,k-big,1,congruent,1,left,13,13,ImageFilesMetamers/Small-visSmall/57.jpg,ImageFilesMetamers/Big-visSmall/17.jpg,1,1,leftSide,406.033
